11012,"Lauren","Walker","lauren41@adventure-works.com","717-555-0164","Bremerton","Washington","98312",2
11130,"Caroline","Russell","caroline21@adventure-works.com","424-555-0137","Lebanon","Oregon","97355",1
11145,"Jasmine","Coleman","jasmine46@adventure-works.com","857-555-0115","Beaverton","Oregon","97005",1
11153,"Angela","James","angela34@adventure-works.com","847-555-0111","Renton","Washington","98055",2
11166,"Ashley","Martinez","ashley18@adventure-works.com","131-555-0194","Olympia","Washington","98501",2
11204,"Destiny","Rivera","destiny33@adventure-works.com","743-555-0111","Beaverton","Oregon","97005",2
11231,"Dennis","Zhang","dennis1@adventure-works.com","710-555-0134","Bremerton","Washington","98312",2
11282,"Christian","Thomas","christian46@adventure-works.com","692-555-0172","Burien","Washington","98168",2
11293,"Luke","Long","luke28@adventure-works.com","786-555-0117","Port Orchard","Washington","98366",2
11304,"Julia","Garcia","julia38@adventure-works.com","923-555-0183","Portland","Oregon","97205",2
11321,"Terrance","Raman","terrance9@adventure-works.com","879-555-0124","Burien","Washington","98168",2
11508,"Elizabeth","Wilson","elizabeth11@adventure-works.com","469-555-0110","Lynnwood","Washington","98036",2
11532,"Lauren","Miller","lauren24@adventure-works.com","827-555-0183","Redmond","Washington","98052",2
11532,"Lauren","Miller","lauren24@adventure-works.com","827-555-0183","Sammamish","Washington","98074",2
11535,"Devin","Nelson","devin32@adventure-works.com","256-555-0111","Lebanon","Oregon","97355",2
11663,"Seth","Williams","seth2@adventure-works.com","878-555-0119","Walla Walla","Washington","99362",2
11669,"Isabella","Simmons","isabella25@adventure-works.com","424-555-0125","Tacoma","Washington","98403",2
11689,"Ian","Diaz","ian62@adventure-works.com","136-555-0185","Edmonds","Washington","98020",2
11713,"Kyle","Zhang","kyle19@adventure-works.com","793-555-0118","Kirkland","Washington","98033",2
11746,"Seth","Brooks","seth74@adventure-works.com","771-555-0118","Tacoma","Washington","98403",2
11800,"Jennifer","Baker","jennifer19@adventure-works.com","506-555-0157","Beaverton","Oregon","97005",2
11819,"Jose","Lal","jose23@adventure-works.com","152-555-0130","Everett","Washington","98201",2
11828,"Katherine","Martinez","katherine88@adventure-works.com","584-555-0118","Milwaukie","Oregon","97222",2
11836,"Garrett","Travers","garrett9@adventure-works.com","879-555-0116","Everett","Washington","98201",2
11847,"Cassidy","Diaz","cassidy23@adventure-works.com","323-555-0140","Portland","Oregon","97205",2
11857,"Isabella","Young","isabella56@adventure-works.com","747-555-0149","Edmonds","Washington","98020",2
11864,"Elizabeth","Thompson","elizabeth19@adventure-works.com","465-555-0154","Tacoma","Washington","98403",2
11882,"Patrick","Stewart","patrick27@adventure-works.com","115-555-0181","Seattle","Washington","98104",2
11889,"Blake","Patterson","blake58@adventure-works.com","473-555-0194","Puyallup","Washington","98371",2
11953,"Courtney","Wright","courtney16@adventure-works.com","366-555-0162","Milwaukie","Oregon","97222",2
11972,"Katherine","Williams","katherine73@adventure-works.com","351-555-0197","Edmonds","Washington","98020",2
12022,"Jose","Wright","jose56@adventure-works.com","571-555-0110","Woodburn","Oregon","97071",2
12025,"Logan","Diaz","logan22@adventure-works.com","965-555-0113","Lake Oswego","Oregon","97034",2
12042,"Alex","Carter","alex39@adventure-works.com","716-555-0163","Yakima","Washington","98901",2
12091,"Eddie","Munoz","eddie7@adventure-works.com","806-555-0179","Beaverton","Oregon","97005",2
12099,"Sydney","Hall","sydney86@adventure-works.com","514-555-0134","Yakima","Washington","98901",2
12116,"Amanda","Gray","amanda15@adventure-works.com","361-555-0183","Portland","Oregon","97205",2
12139,"Franklin","Yang","franklin5@adventure-works.com","390-555-0195","Bellingham","Washington","98225",2
12184,"Isaiah","Perez","isaiah26@adventure-works.com","164-555-0121","Oregon City","Oregon","97045",2
12365,"Alex","Evans","alex27@adventure-works.com","948-555-0138","Bremerton","Washington","98312",2
12420,"Spencer","Hayes","spencer25@adventure-works.com","204-555-0153","Milwaukie","Oregon","97222",1
12457,"Misty","Rai","misty19@adventure-works.com","619-555-0134","Beaverton","Oregon","97005",1
12528,"Devin","Wilson","devin5@adventure-works.com","216-555-0140","Spokane","Washington","99202",1
12761,"Alexandra","Richardson","alexandra13@adventure-works.com","159-555-0117","Woodburn","Oregon","97071",2
12773,"Samantha","Taylor","samantha10@adventure-works.com","741-555-0192","Bellingham","Washington","98225",2
12777,"Joseph","Anderson","joseph16@adventure-works.com","606-555-0186","Lynnwood","Washington","98036",2
12906,"Philip","Ramos","philip16@adventure-works.com","145-555-0145","Burien","Washington","98168",1
12907,"Julia","Bryant","julia84@adventure-works.com","345-555-0135","Kirkland","Washington","98033",1
12937,"Megan","Wilson","megan10@adventure-works.com","773-555-0164","Seattle","Washington","98104",1
12950,"Mary","Adams","mary29@adventure-works.com","388-555-0172","Milwaukie","Oregon","97222",2
12951,"Blake","Simmons","blake63@adventure-works.com","639-555-0126","W. Linn","Oregon","97068",1
12958,"Jennifer","Campbell","jennifer9@adventure-works.com","537-555-0144","Spokane","Washington","99202",2
13015,"Rebecca","Parker","rebecca10@adventure-works.com","936-555-0190","Lake Oswego","Oregon","97034",2
13052,"Jared","Morris","jared20@adventure-works.com","849-555-0125","Beaverton","Oregon","97005",1
13064,"Dalton","Parker","dalton42@adventure-works.com","535-555-0190","Bremerton","Washington","98312",2
13067,"Olivia","Garcia","olivia15@adventure-works.com","819-555-0179","Burien","Washington","98168",2
13093,"Michelle","James","michelle9@adventure-works.com","471-555-0167","Olympia","Washington","98501",2
13169,"Caleb","Griffin","caleb17@adventure-works.com","843-555-0112","Milwaukie","Oregon","97222",2
13178,"Megan","Gray","megan43@adventure-works.com","300-555-0144","Woodburn","Oregon","97071",2
13182,"Jeremy","Bennett","jeremy22@adventure-works.com","453-555-0126","Olympia","Washington","98501",2
13203,"Bailey","Bell","bailey11@adventure-works.com","176-555-0176","Olympia","Washington","98501",2
13224,"Amanda","Brooks","amanda19@adventure-works.com","287-555-0113","Kirkland","Washington","98033",2
13229,"Dylan","Wang","dylan24@adventure-works.com","181-555-0113","Woodburn","Oregon","97071",1
13243,"Alyssa","Davis","alyssa4@adventure-works.com","178-555-0113","Lake Oswego","Oregon","97034",2
13248,"Isabella","Martinez","isabella73@adventure-works.com","901-555-0148","Edmonds","Washington","98020",2
13276,"Sarah","Johnson","sarah3@adventure-works.com","784-555-0131","Everett","Washington","98201",1
13292,"Paula","Carlson","paula20@adventure-works.com","737-555-0172","Burien","Washington","98168",2
13311,"Isabella","Reed","isabella85@adventure-works.com","754-555-0118","Renton","Washington","98055",2
13354,"Eric","Campbell","eric49@adventure-works.com","293-555-0189","Seattle","Washington","98104",2
13356,"Stefanie","Prasad","stefanie6@adventure-works.com","402-555-0146","Bellingham","Washington","98225",1
13383,"Natalie","Wright","natalie63@adventure-works.com","996-555-0114","Beaverton","Oregon","97005",2
13385,"Danielle","Cook","danielle24@adventure-works.com","140-555-0112","Issaquah","Washington","98027",2
13438,"Chloe","Griffin","chloe86@adventure-works.com","160-555-0168","Redmond","Washington","98052",2
13443,"Jasmine","White","jasmine11@adventure-works.com","458-555-0131","Lebanon","Oregon","97355",2
13450,"Victoria","Jones","victoria4@adventure-works.com","328-555-0157","Oregon City","Oregon","97045",2
13456,"Sydney","Hernandez","sydney59@adventure-works.com","662-555-0155","Kirkland","Washington","98033",2
13652,"Tamara","Zeng","tamara11@adventure-works.com","818-555-0163","Beaverton","Oregon","97005",1
13655,"Christopher","Walker","christopher23@adventure-works.com","102-555-0150","Bellingham","Washington","98225",1
13704,"Victoria","Davis","victoria6@adventure-works.com","355-555-0177","Walla Walla","Washington","99362",2
13712,"Nancy","Martinez","nancy21@adventure-works.com","162-555-0168","Beaverton","Oregon","97005",2
13713,"Alexander","Walker","alexander10@adventure-works.com","640-555-0117","Sedro Woolley","Washington","98284",2
13730,"Walter","Suarez","walter12@adventure-works.com","187-555-0115","Bellingham","Washington","98225",2
13750,"Raymond","Sai","raymond7@adventure-works.com","340-555-0120","Bremerton","Washington","98312",1
13754,"Paige","Peterson","paige28@adventure-works.com","248-555-0136","Ballard","Washington","98107",1
13849,"Preston","Rodriguez","preston17@adventure-works.com","845-555-0111","Beaverton","Oregon","97005",2
13893,"Dalton","Carter","dalton35@adventure-works.com","358-555-0140","Beaverton","Oregon","97005",1
13895,"Isabella","Brooks","isabella8@adventure-works.com","421-555-0139","Bremerton","Washington","98312",2
13897,"Carol","Washington","carol19@adventure-works.com","116-555-0141","Burien","Washington","98168",2
13900,"Isaac","Campbell","isaac29@adventure-works.com","496-555-0172","Olympia","Washington","98501",1
13907,"Misty","Xie","misty4@adventure-works.com","146-555-0168","Bremerton","Washington","98312",2
13929,"Robert","Hayes","robert34@adventure-works.com","117-555-0135","Lake Oswego","Oregon","97034",1
14002,"Jacqueline","Reed","jacqueline45@adventure-works.com","406-555-0129","Burien","Washington","98168",1
14003,"Angel","Ramirez","angel6@adventure-works.com","488-555-0166","Portland","Oregon","97205",2
14021,"Michelle","Richardson","michelle10@adventure-works.com","590-555-0195","Kirkland","Washington","98033",1
14027,"Carlos","Perez","carlos30@adventure-works.com","547-555-0191","Tacoma","Washington","98403",1
14029,"Christina","Morris","christina17@adventure-works.com","193-555-0194","Lake Oswego","Oregon","97034",1
14088,"Alexandra","Lopez","alexandra62@adventure-works.com","142-555-0119","Woodburn","Oregon","97071",2
14097,"Johnathan","Srini","johnathan10@adventure-works.com","767-555-0193","Ballard","Washington","98107",1
14111,"Michael","Anderson","michael42@adventure-works.com","306-555-0141","Oregon City","Oregon","97045",1
14115,"Samantha","Gonzales","samantha39@adventure-works.com","701-555-0179","Corvallis","Oregon","97330",2
14117,"Emma","Cook","emma29@adventure-works.com","746-555-0112","Yakima","Washington","98901",2
14121,"Devon","Goel","devon16@adventure-works.com","302-555-0194","Bremerton","Washington","98312",2
14247,"Hunter","Allen","hunter57@adventure-works.com","241-555-0129","Spokane","Washington","99202",1
14256,"Elizabeth","Robinson","elizabeth22@adventure-works.com","314-555-0155","Lynnwood","Washington","98036",2
14267,"Lauren","Wood","lauren49@adventure-works.com","381-555-0117","Corvallis","Oregon","97330",2
14272,"Sydney","Ward","sydney13@adventure-works.com","618-555-0128","Puyallup","Washington","98371",2
14362,"Roberto","Gill","roberto14@adventure-works.com","874-555-0130","Beaverton","Oregon","97005",2
14377,"Paula","Ruiz","paula4@adventure-works.com","638-555-0164","Bellingham","Washington","98225",2
14385,"Maria","Hall","maria64@adventure-works.com","722-555-0190","Lebanon","Oregon","97355",2
14394,"Jacob","Rodriguez","jacob16@adventure-works.com","815-555-0188","Bellingham","Washington","98225",2
14402,"Hailey","Parker","hailey50@adventure-works.com","213-555-0169","Tacoma","Washington","98403",1
14411,"Ashley","Johnson","ashley1@adventure-works.com","189-555-0116","Lake Oswego","Oregon","97034",2
14412,"Nicole","Blue","nicole51@adventure-works.com","835-555-0114","Lebanon","Oregon","97355",2
14439,"Brian","Cox","brian22@adventure-works.com","598-555-0152","Puyallup","Washington","98371",2
14468,"Grace","Rivera","grace33@adventure-works.com","878-555-0186","Tacoma","Washington","98403",1
14469,"Angela","Bell","angela40@adventure-works.com","217-555-0158","Yakima","Washington","98901",1
14481,"Mary","Edwards","mary15@adventure-works.com","617-555-0125","Bremerton","Washington","98312",2
14503,"Brianna","Alexander","brianna64@adventure-works.com","242-555-0137","Walla Walla","Washington","99362",1
14506,"Stacy","Suarez","stacy20@adventure-works.com","161-555-0119","Beaverton","Oregon","97005",1
